Date,Open,High,Low,Close,Adj Close,Volume
2020-03-16,5.310250,5.652500,4.850000,4.910000,4.891976,726972000
2020-03-17,5.022750,5.521500,4.775000,5.431750,5.411811,833632000
2020-03-18,5.002500,5.248500,4.517000,5.070500,5.051887,874268000
2020-03-19,5.049000,5.418250,4.834750,5.324250,5.304707,765512000
2020-03-20,5.475000,5.758000,5.128250,5.143750,5.124867,804636000
2020-03-23,5.142750,5.412000,4.963000,5.317250,5.297731,643876000
2020-03-24,5.725000,6.316500,5.701250,6.229500,6.206633,1101644000
2020-03-25,6.345000,6.545500,6.091500,6.140500,6.117960,793432000
2020-03-26,6.348500,6.555500,6.250000,6.431000,6.407394,696108000
2020-03-27,6.250000,6.578000,6.217000,6.318250,6.295059,638828000
2020-03-30,6.384000,6.649000,6.339750,6.639750,6.615377,602252000
2020-03-31,6.680000,6.885000,6.443750,6.590000,6.565809,949960000
2020-04-01,6.391250,6.538250,6.032000,6.076750,6.054444,656912000
2020-04-02,6.106000,6.400000,6.057750,6.386750,6.363306,675764000
2020-04-03,6.349000,6.390750,5.959750,6.097750,6.075366,663212000
2020-04-06,6.381000,6.747000,6.323250,6.710000,6.685369,727884000
2020-04-07,6.932500,6.956250,6.432500,6.475750,6.451979,784520000
2020-04-08,6.585250,6.698750,6.515000,6.673750,6.649252,542444000
2020-04-09,6.800000,6.823000,6.510500,6.573750,6.549619,525564000
2020-04-13,6.513750,6.755000,6.425000,6.746250,6.721485,398408000
2020-04-14,6.875000,7.133000,6.847250,7.098750,7.072692,530948000
2020-04-15,6.930000,7.104250,6.884500,7.021000,6.995228,366148000
2020-04-16,7.177000,7.475000,7.163750,7.367500,7.340456,745620000
2020-04-17,7.450000,7.471500,7.173500,7.308000,7.281175,539120000
2020-04-20,7.181000,7.337500,7.131750,7.176250,7.149908,449388000
2020-04-21,7.057750,7.119250,6.677750,6.737750,6.713017,735160000
2020-04-22,6.930750,7.196750,6.885000,7.153750,7.127490,483356000
2020-04-23,7.196000,7.328500,7.075000,7.100250,7.074187,424160000
2020-04-24,7.090000,7.241750,7.015000,7.239750,7.213174,352328000
2020-04-27,7.374750,7.587500,7.350000,7.427000,7.399737,479388000
2020-04-28,7.575000,7.605000,7.278500,7.284000,7.257262,442904000
2020-04-29,7.419250,7.514500,7.343750,7.461500,7.434110,379160000
2020-04-30,7.407250,7.461500,7.293000,7.307000,7.280178,375916000
2020-05-01,7.108750,7.222500,7.021000,7.069500,7.043550,342096000
2020-05-04,7.022000,7.296000,7.022000,7.282250,7.255518,317556000
2020-05-05,7.386750,7.506750,7.282250,7.343500,7.316543,368896000
2020-05-06,7.423250,7.550000,7.385250,7.444750,7.417422,323464000
2020-05-07,7.584500,7.685250,7.533000,7.621750,7.593772,373732000
2020-05-08,7.693750,7.818750,7.659750,7.812500,7.783822,339216000
2020-05-11,7.807500,8.112500,7.778750,8.065500,8.035893,469060000
2020-05-12,8.123500,8.172500,7.792750,7.802500,7.773859,493060000
2020-05-13,7.917500,8.078500,7.594750,7.780000,7.751441,625852000
2020-05-14,7.841750,8.036000,7.687500,8.030500,8.001023,602312000
2020-05-15,7.889750,8.500500,7.874000,8.490750,8.459583,987660000
2020-05-18,8.760500,8.916500,8.680500,8.750250,8.718131,774460000
2020-05-19,8.790250,9.087500,8.762750,8.805500,8.773176,717320000
2020-05-20,8.991000,9.043000,8.888750,8.970000,8.937075,587536000
2020-05-21,9.051500,9.052500,8.737500,8.775250,8.743039,761068000
2020-05-22,8.825250,9.093000,8.713250,9.026250,8.993117,1038764000
2020-05-26,9.156750,9.181750,8.672000,8.717750,8.685749,770780000
2020-05-27,8.625000,8.632750,7.996750,8.525250,8.493956,1175892000
2020-05-28,8.412250,8.760500,8.379250,8.487000,8.455849,734896000
2020-05-29,8.554500,8.875500,8.485000,8.875500,8.842921,745256000
2020-06-01,8.833250,8.840750,8.689500,8.806250,8.773925,389876000
2020-06-02,8.796250,8.837250,8.658000,8.825250,8.792852,391320000
2020-06-03,8.822250,8.866250,8.700000,8.769500,8.737309,365440000
2020-06-04,8.728000,8.943250,8.677500,8.766500,8.738305,424280000
2020-06-05,8.794500,8.997000,8.708000,8.920000,8.891312,481748000
2020-06-08,8.877250,8.889750,8.685750,8.805000,8.776683,387736000
2020-06-09,8.800000,9.109750,8.751250,9.046000,9.016908,468488000
2020-06-10,9.167750,9.500000,9.153500,9.366750,9.336624,632180000
2020-06-11,9.150000,9.261250,8.786000,8.796250,8.767961,583652000
2020-06-12,9.162500,9.187250,8.703250,8.932500,8.903775,570908000
2020-06-15,8.815250,9.182250,8.743750,9.173750,9.144247,400004000
2020-06-16,9.225000,9.266750,8.838750,9.068500,9.039335,535716000
2020-06-17,9.113750,9.299000,9.070250,9.236000,9.206299,408304000
2020-06-18,9.227000,9.282500,9.114500,9.218000,9.188355,254408000
2020-06-19,9.242500,9.445000,9.227250,9.261250,9.231463,524160000
2020-06-22,9.300000,9.531250,9.273250,9.526750,9.496112,398468000
2020-06-23,9.551000,9.642500,9.407500,9.450000,9.419607,375108000
2020-06-24,9.476250,9.556500,9.144500,9.235500,9.205799,449372000
2020-06-25,9.355750,9.505000,9.182250,9.490000,9.459480,376072000
2020-06-26,9.500000,9.500000,9.125000,9.155000,9.125557,592084000
2020-06-29,9.169750,9.204500,8.900000,9.200000,9.170411,342248000
2020-06-30,9.314000,9.526250,9.266500,9.497750,9.467205,367892000
2020-07-01,9.520750,9.575750,9.413000,9.530000,9.499351,326648000
2020-07-02,9.639000,9.737500,9.578250,9.612250,9.581336,364056000
2020-07-06,9.741750,9.908750,9.712500,9.839250,9.807605,315892000
2020-07-07,9.946250,10.070000,9.850750,9.871750,9.840002,357800000
2020-07-08,9.993750,10.225000,9.965500,10.216000,10.183144,365480000
2020-07-09,10.380250,10.570000,10.233500,10.509000,10.475201,494548000
2020-07-10,10.588750,10.655250,10.378750,10.479250,10.445549,497676000
2020-07-13,10.595000,10.792250,10.025000,10.052250,10.019921,457076000
2020-07-14,10.075000,10.402750,9.785500,10.377000,10.343627,542676000
2020-07-15,10.414250,10.433000,10.055750,10.227250,10.194357,403984000
2020-07-16,10.015000,10.206750,9.895500,10.134750,10.102158,344964000
2020-07-17,10.225500,10.248500,10.087750,10.201500,10.168694,266284000
2020-07-20,10.274250,10.531250,10.156750,10.510750,10.476948,284852000
2020-07-21,10.513000,10.560000,10.286750,10.328500,10.295282,277036000
2020-07-22,10.367500,10.602500,10.291500,10.438750,10.405177,367292000
2020-07-23,10.450000,10.547000,10.031250,10.129750,10.097174,411660000
2020-07-24,9.875000,10.364750,9.777000,10.194500,10.161712,473292000
2020-07-27,10.232250,10.441750,10.217750,10.421500,10.387983,292132000
2020-07-28,10.374250,10.382000,10.209250,10.215500,10.182646,271636000
2020-07-29,10.390750,10.516250,10.347000,10.465500,10.431842,284508000
2020-07-30,10.375000,10.623000,10.295250,10.614000,10.579865,308880000
2020-07-31,10.563250,10.766500,10.433000,10.614750,10.580614,386080000
2020-08-03,10.732500,11.098750,10.715250,11.010250,10.974841,412720000
2020-08-04,11.050000,11.227750,10.906000,11.227750,11.191643,310336000
2020-08-05,11.244000,11.371750,11.166250,11.286750,11.250451,249924000
2020-08-06,11.349750,11.358000,11.178750,11.335500,11.299046,244316000
2020-08-07,11.312500,11.504750,11.037500,11.199500,11.163481,342516000
2020-08-10,11.334250,11.408250,10.856500,11.165000,11.129092,427796000
2020-08-11,11.073750,11.136750,10.795750,10.850000,10.815104,354512000
2020-08-12,10.990750,11.467000,10.958250,11.440250,11.403459,464412000
2020-08-13,11.546000,11.721750,11.355750,11.443000,11.406198,374460000
2020-08-14,11.530000,11.704750,11.440500,11.564000,11.526809,366436000
2020-08-17,11.851250,12.409750,11.817250,12.337000,12.297323,621300000
2020-08-18,12.450000,12.496000,12.086250,12.260750,12.221319,503448000
2020-08-19,12.296500,12.315000,12.098000,12.138500,12.099462,622624000
2020-08-20,11.975000,12.375000,11.878750,12.141000,12.101954,921388000
2020-08-21,12.201750,12.808750,12.195250,12.683500,12.642708,999868000
2020-08-24,12.883750,12.912500,12.507500,12.720250,12.679342,490564000
2020-08-25,12.630750,12.761250,12.573750,12.750000,12.708993,289076000
2020-08-26,12.799250,12.868500,12.677750,12.773000,12.731920,321244000
2020-08-27,12.781500,12.850000,12.566500,12.628250,12.587635,317604000
2020-08-28,12.675000,13.148000,12.642500,13.147750,13.105466,537160000
2020-08-31,13.182750,13.575000,13.037750,13.374500,13.331487,500840000
2020-09-01,13.480000,13.993750,13.436500,13.821000,13.780672,511316000
2020-09-02,14.703750,14.726750,13.900000,14.346500,14.304639,874012000
2020-09-03,13.828750,13.884500,12.878750,13.015500,12.977522,945128000
2020-09-04,12.783750,13.175000,11.704750,12.622500,12.585670,1463684000
2020-09-08,11.734500,12.550000,11.704250,11.913000,11.878240,795728000
2020-09-09,12.400000,12.809250,12.231750,12.715000,12.677898,736200000
2020-09-10,12.989250,13.065250,12.167000,12.311750,12.275827,698684000
2020-09-11,12.485500,12.652500,11.895750,12.164500,12.129004,636928000
2020-09-14,13.081000,13.315000,12.631250,12.872250,12.834690,1201744000
2020-09-15,13.280000,13.298750,12.827750,12.991000,12.953093,727556000
2020-09-16,12.957250,13.092750,12.513750,12.514500,12.477986,556384000
2020-09-17,12.132250,12.589750,12.034750,12.463500,12.427133,792512000
2020-09-18,12.593750,12.632500,11.988750,12.189250,12.153685,698460000
2020-09-21,11.925000,12.522500,11.904500,12.517250,12.480727,721044000
2020-09-22,12.575000,12.648000,12.155500,12.637750,12.600875,646452000
2020-09-23,12.575500,12.727000,12.079250,12.123750,12.088373,647012000
2020-09-24,12.072250,12.569500,12.014000,12.348000,12.311969,731240000
2020-09-25,12.447500,12.883500,12.245750,12.873750,12.836185,588016000
2020-09-28,13.040250,13.051750,12.750000,13.035000,12.996965,573808000
2020-09-29,12.937500,13.442750,12.933250,13.225750,13.187159,621460000
2020-09-30,13.157500,13.622500,13.150250,13.530500,13.491022,689184000
2020-10-01,13.758000,13.762750,13.460750,13.614500,13.574777,525004000
2020-10-02,13.225000,13.519500,13.051000,13.062250,13.024137,552496000
2020-10-05,13.236000,13.644250,13.222750,13.642500,13.602692,479820000
2020-10-06,13.830000,14.142000,13.665000,13.736500,13.696420,784420000
2020-10-07,13.999750,14.119250,13.863500,13.964000,13.923255,418084000
2020-10-08,14.075000,14.084500,13.758000,13.838750,13.798370,378900000
2020-10-09,13.767000,13.824250,13.660750,13.762750,13.722590,346892000
2020-10-12,13.989500,14.347000,13.912500,14.226000,14.184495,434744000
2020-10-13,14.296500,14.348500,14.018750,14.248250,14.206675,344604000
2020-10-14,14.290500,14.342750,13.960000,14.095250,14.054123,276100000
2020-10-15,13.810750,14.005750,13.767750,13.970000,13.929235,267224000
2020-10-16,14.036750,14.121500,13.792500,13.811500,13.771202,242392000
2020-10-19,13.903000,13.983500,13.406750,13.497750,13.458366,298068000
2020-10-20,13.583500,13.799750,13.507000,13.645500,13.605683,229212000
2020-10-21,13.625000,13.791500,13.477500,13.524750,13.485287,219596000
2020-10-22,13.522500,13.611750,13.231750,13.361000,13.322013,290480000
2020-10-23,13.450000,13.593250,13.291250,13.590250,13.550597,233484000
2020-10-26,13.427000,13.692750,13.038500,13.141250,13.102906,336896000
2020-10-27,13.306000,13.442000,13.191500,13.396750,13.357659,250520000
2020-10-28,13.198000,13.260000,12.609000,12.627000,12.590159,376520000
2020-10-29,12.838500,13.192750,12.750000,13.024000,12.985998,320080000
2020-10-30,12.850000,12.936500,12.300000,12.534000,12.497429,416820000
2020-11-02,12.657750,12.836750,12.395000,12.580750,12.544042,299652000
2020-11-03,12.708500,13.105000,12.602750,13.019500,12.981509,272900000
