Date,Open,High,Low,Close,Adj Close,Volume
2022-09-02,292.570007,293.160004,282.820007,284.070007,273.984955,1889400
2022-09-06,283.940002,286.220001,281.350006,283.459991,273.396606,2354500
2022-09-07,282.160004,288.040009,279.390015,286.760010,276.579437,1899300
2022-09-08,284.200012,288.299988,282.359985,287.959991,277.736816,1790700
2022-09-09,289.399994,292.089996,288.899994,290.549988,280.234863,2005100
2022-09-12,293.869995,296.809998,292.670013,295.260010,284.777710,2026400
2022-09-13,288.100006,289.940002,280.339996,281.519989,271.525452,1789200
2022-09-14,280.940002,282.579987,276.029999,278.529999,268.641602,2397600
2022-09-15,277.230011,280.489990,271.630005,273.859985,264.137451,2198700
2022-09-16,273.070007,274.109985,270.130005,272.679993,262.999268,3838900
2022-09-19,270.380005,275.339996,270.200012,274.980011,265.217651,2165200
2022-09-20,271.609985,271.899994,267.630005,270.239990,260.645905,2390100
2022-09-21,270.000000,274.940002,265.239990,265.420013,255.997055,2746500
2022-09-22,264.089996,271.459991,261.940002,262.320007,253.007126,3462900
2022-09-23,259.140015,260.359985,256.200012,259.980011,250.750198,3100000
2022-09-26,258.040009,262.359985,257.059998,257.540009,248.396835,2349800
2022-09-27,259.470001,263.200012,254.270004,256.339996,247.239410,2495800
2022-09-28,257.000000,263.709991,256.029999,261.929993,252.630936,2552600
2022-09-29,258.920013,261.109985,255.690002,258.269989,249.100876,2559100
2022-09-30,258.709991,264.049988,256.950012,257.299988,248.165314,2924400
2022-10-03,260.269989,267.100006,258.670013,264.890015,255.485901,1893900
2022-10-04,270.399994,274.940002,269.920013,274.309998,264.571381,3143700
2022-10-05,271.350006,276.940002,269.579987,274.339996,264.600372,1843000
2022-10-06,273.589996,275.709991,269.200012,269.470001,259.903229,2336800
2022-10-07,266.480011,266.859985,258.290009,259.709991,250.489777,1951200
2022-10-10,261.489990,261.489990,255.929993,257.850006,248.695801,1526800
2022-10-11,256.200012,257.309998,251.270004,252.979996,243.998688,2261800
2022-10-12,252.380005,253.929993,249.929993,250.070007,242.264557,1699400
2022-10-13,243.669998,259.170013,242.949997,257.459991,249.423904,3435100
2022-10-14,261.130005,261.790009,252.059998,252.720001,244.831833,1723100
